,Rank,Features,Accuracy,Precision,Recall,F1 score,Class_weight,Max_depth,Max_features,Min_samples_split,N_estimators
400,401,"a, e, n, sinI",1.000,0.942,0.948,0.942,,,sqrt,3,38
401,402,"a, e, n, sinI",1.000,0.942,0.948,0.942,,7.0,sqrt,3,27
402,403,"a, e, n, sinI",1.000,0.942,0.948,0.942,,7.0,sqrt,3,29
403,404,"a, e, n, sinI",1.000,0.942,0.948,0.942,,7.0,sqrt,3,30
404,405,"a, e, n, sinI",1.000,0.942,0.948,0.942,,7.0,sqrt,3,31
405,406,"a, e, n, sinI",1.000,0.942,0.948,0.942,,7.0,sqrt,3,32
406,407,"a, e, n, sinI",1.000,0.942,0.948,0.942,,7.0,sqrt,3,33
407,408,"a, e, n, sinI",1.000,0.942,0.948,0.942,,7.0,sqrt,3,34
408,409,"a, e, n, sinI",1.000,0.942,0.948,0.942,,7.0,sqrt,3,35
409,410,"a, e, n, sinI",1.000,0.942,0.948,0.942,,7.0,sqrt,3,36
410,411,"a, e, n, sinI",1.000,0.942,0.948,0.942,,7.0,sqrt,3,37
411,412,"a, e, n, sinI",1.000,0.942,0.948,0.942,,7.0,sqrt,3,38
412,413,"a, e, n, sinI",1.000,0.942,0.948,0.942,,7.0,sqrt,3,39
413,414,"a, e, n, sinI",1.000,0.942,0.948,0.942,,7.0,sqrt,3,40
414,415,"a, e, n, sinI",1.000,0.942,0.948,0.942,,7.0,sqrt,3,49
415,416,"a, e, n, sinI",1.000,0.942,0.948,0.942,,7.0,sqrt,3,61
416,417,"a, e, n, sinI",1.000,0.943,0.948,0.942,balanced,,sqrt,3,12
417,418,"a, e, n, sinI",1.000,0.943,0.948,0.942,balanced,7.0,sqrt,3,12
418,419,"a, e, n, sinI",1.000,0.943,0.948,0.942,,7.0,sqrt,3,22
419,420,"a, e, n, sinI",1.000,0.943,0.948,0.942,,7.0,sqrt,3,24
420,421,"a, e, n, sinI",1.000,0.949,0.940,0.942,,3.0,sqrt,3,5
421,422,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,15
422,423,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,16
423,424,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,17
424,425,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,18
425,426,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,19
426,427,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,20
427,428,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,21
428,429,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,22
429,430,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,23
430,431,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,24
431,432,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,25
432,433,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,26
433,434,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,27
434,435,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,30
435,436,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,31
436,437,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,32
437,438,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,45
438,439,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,46
439,440,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,47
440,441,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,48
441,442,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,49
442,443,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,50
443,444,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,51
444,445,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,52
445,446,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,53
446,447,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,54
447,448,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,55
448,449,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,56
449,450,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,57
450,451,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,58
451,452,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,60
452,453,"a, e, n, sinI",1.000,0.949,0.940,0.942,,,sqrt,3,61
453,454,"a, e, n, sinI",1.000,0.949,0.940,0.942,,7.0,sqrt,3,19
454,455,"a, e, n, sinI",1.000,0.948,0.940,0.942,,,sqrt,3,78
455,456,"a, e, n, sinI",1.000,0.948,0.940,0.942,,,sqrt,3,80
456,457,"a, e, n, sinI",1.000,0.948,0.940,0.942,,,sqrt,3,81
457,458,"a, e, n, sinI",1.000,0.948,0.940,0.942,,,sqrt,3,82
458,459,"a, e, n, sinI",1.000,0.948,0.940,0.942,,,sqrt,3,84
459,460,"a, e, n, sinI",1.000,0.948,0.940,0.942,,7.0,sqrt,3,54
460,461,"a, e, n, sinI",1.000,0.948,0.940,0.942,,7.0,sqrt,3,56
461,462,"a, e, n, sinI",1.000,0.948,0.940,0.942,,7.0,sqrt,3,58
462,463,"a, e, n, sinI",1.000,0.948,0.940,0.942,,7.0,sqrt,3,76
463,464,"a, e, n, sinI",1.000,0.948,0.940,0.942,,7.0,sqrt,3,78
464,465,"a, e, n, sinI",1.000,0.948,0.940,0.942,,7.0,sqrt,3,80
465,466,"a, e, n, sinI",1.000,0.948,0.940,0.942,,7.0,sqrt,3,81
466,467,"a, e, n, sinI",1.000,0.948,0.940,0.942,,7.0,sqrt,3,82
467,468,"a, e, n, sinI",1.000,0.948,0.940,0.942,,7.0,sqrt,3,83
468,469,"a, e, n, sinI",1.000,0.948,0.940,0.942,,7.0,sqrt,3,84
469,470,"a, e, n, sinI",1.000,0.909,0.978,0.941,balanced,3.0,sqrt,3,10
470,471,"a, e, n, sinI",1.000,0.930,0.955,0.939,balanced,,sqrt,3,11
471,472,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,63
472,473,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,64
473,474,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,65
474,475,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,66
475,476,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,67
476,477,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,68
477,478,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,69
478,479,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,70
479,480,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,71
480,481,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,75
481,482,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,76
482,483,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,77
483,484,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,78
484,485,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,79
485,486,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,80
486,487,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,81
487,488,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,82
488,489,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,83
489,490,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,84
490,491,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,85
491,492,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,86
492,493,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,87
493,494,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,88
494,495,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,89
495,496,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,90
496,497,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,91
497,498,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,92
498,499,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,93
499,500,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,94
500,501,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,95
501,502,"a, e, n, sinI",1.000,0.891,0.993,0.939,balanced,3.0,sqrt,3,96
502,503,"a, e, n, sinI",1.000,0.935,0.948,0.938,,7.0,sqrt,3,23
503,504,"a, e, n, sinI",1.000,0.935,0.948,0.938,,7.0,sqrt,3,25
504,505,"a, e, n, sinI",1.000,0.935,0.948,0.938,,7.0,sqrt,3,26
505,506,"a, e, n, sinI",1.000,0.935,0.948,0.938,,7.0,sqrt,3,28
506,507,"a, e, n, sinI",1.000,0.897,0.985,0.938,balanced,3.0,sqrt,3,18
507,508,"a, e, n, sinI",1.000,0.897,0.985,0.938,balanced,3.0,sqrt,3,19
508,509,"a, e, n, sinI",1.000,0.897,0.985,0.938,balanced,3.0,sqrt,3,21
509,510,"a, e, n, sinI",1.000,0.942,0.940,0.938,,,sqrt,3,28
510,511,"a, e, n, sinI",1.000,0.942,0.940,0.938,,,sqrt,3,37
511,512,"a, e, n, sinI",1.000,0.942,0.940,0.938,,,sqrt,3,39
512,513,"a, e, n, sinI",1.000,0.942,0.940,0.938,,,sqrt,3,40
513,514,"a, e, n, sinI",1.000,0.942,0.940,0.938,,,sqrt,3,41
514,515,"a, e, n, sinI",1.000,0.942,0.940,0.938,,,sqrt,3,42
515,516,"a, e, n, sinI",1.000,0.942,0.940,0.938,,,sqrt,3,43
516,517,"a, e, n, sinI",1.000,0.942,0.940,0.938,,,sqrt,3,44
517,518,"a, e, n, sinI",1.000,0.942,0.940,0.938,,3.0,sqrt,3,6
518,519,"a, e, n, sinI",1.000,0.942,0.940,0.938,,7.0,sqrt,3,42
519,520,"a, e, n, sinI",1.000,0.942,0.940,0.938,,7.0,sqrt,3,43
520,521,"a, e, n, sinI",1.000,0.942,0.940,0.938,,7.0,sqrt,3,44
521,522,"a, e, n, sinI",1.000,0.942,0.940,0.938,,7.0,sqrt,3,45
522,523,"a, e, n, sinI",1.000,0.942,0.940,0.938,,7.0,sqrt,3,46
523,524,"a, e, n, sinI",1.000,0.942,0.940,0.938,,7.0,sqrt,3,47
524,525,"a, e, n, sinI",1.000,0.942,0.940,0.938,,7.0,sqrt,3,48
525,526,"a, e, n, sinI",1.000,0.942,0.940,0.938,,7.0,sqrt,3,50
526,527,"a, e, n, sinI",1.000,0.942,0.940,0.938,,7.0,sqrt,3,51
527,528,"a, e, n, sinI",1.000,0.942,0.940,0.938,,7.0,sqrt,3,52
528,529,"a, e, n, sinI",1.000,0.942,0.940,0.938,,7.0,sqrt,3,53
529,530,"a, e, n, sinI",1.000,0.942,0.940,0.938,,7.0,sqrt,3,55
530,531,"a, e, n, sinI",1.000,0.942,0.940,0.938,,7.0,sqrt,3,57
531,532,"a, e, n, sinI",1.000,0.896,0.985,0.938,balanced,3.0,sqrt,3,4
532,533,"a, e, n, sinI",1.000,0.896,0.985,0.938,balanced,3.0,sqrt,3,8
533,534,"a, e, n, sinI",1.000,0.906,0.978,0.938,balanced,3.0,sqrt,3,1
534,535,"a, e, n, sinI",1.000,0.916,0.962,0.937,,3.0,sqrt,3,1
535,536,"a, e, n, sinI",1.000,0.885,0.993,0.935,balanced,3.0,sqrt,3,97
536,537,"a, e, n, sinI",1.000,0.885,0.993,0.935,balanced,3.0,sqrt,3,98
537,538,"a, e, n, sinI",1.000,0.885,0.993,0.935,balanced,3.0,sqrt,3,99
538,539,"a, e, n, sinI",1.000,0.885,0.993,0.935,balanced,3.0,sqrt,3,100
539,540,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,41
540,541,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,42
541,542,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,43
542,543,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,44
543,544,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,45
544,545,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,62
545,546,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,72
546,547,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,73
547,548,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,74
548,549,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,20
549,550,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,22
550,551,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,23
551,552,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,24
552,553,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,25
553,554,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,26
554,555,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,27
555,556,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,28
556,557,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,29
557,558,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,33
558,559,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,34
559,560,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,35
560,561,"a, e, n, sinI",1.000,0.891,0.985,0.935,balanced,3.0,sqrt,3,36
561,562,"a, e, n, sinI",1.000,0.890,0.985,0.935,balanced,3.0,sqrt,3,3
562,563,"a, e, n, sinI",1.000,0.897,0.978,0.934,balanced,3.0,sqrt,3,11
563,564,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,30
564,565,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,31
565,566,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,32
566,567,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,37
567,568,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,38
568,569,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,39
569,570,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,40
570,571,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,46
571,572,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,47
572,573,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,48
573,574,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,49
574,575,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,50
575,576,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,51
576,577,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,52
577,578,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,53
578,579,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,54
579,580,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,55
580,581,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,56
581,582,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,57
582,583,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,58
583,584,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,59
584,585,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,60
585,586,"a, e, n, sinI",1.000,0.885,0.985,0.932,balanced,3.0,sqrt,3,61
586,587,"a, e, n, sinI",1.000,0.962,0.910,0.932,balanced,7.0,sqrt,3,2
587,588,"a, e, n, sinI",1.000,0.884,0.985,0.931,balanced,3.0,sqrt,3,6
588,589,"a, e, n, sinI",1.000,0.964,0.910,0.931,,,sqrt,3,2
589,590,"a, e, n, sinI",1.000,0.955,0.918,0.931,,3.0,sqrt,3,3
590,591,"a, e, n, sinI",1.000,0.890,0.978,0.931,balanced,3.0,sqrt,3,9
591,592,"a, e, n, sinI",1.000,0.942,0.925,0.928,,,sqrt,3,1
592,593,"a, e, n, sinI",1.000,0.942,0.925,0.928,,7.0,sqrt,3,1
593,594,"a, e, n, sinI",1.000,0.878,0.985,0.928,balanced,3.0,sqrt,3,5
594,595,"a, e, n, sinI",1.000,0.878,0.985,0.928,balanced,3.0,sqrt,3,7
595,596,"a, e, n, sinI",1.000,0.957,0.910,0.928,,7.0,sqrt,3,2
596,597,"a, e, n, sinI",1.000,0.922,0.932,0.923,balanced,7.0,sqrt,3,1
597,598,"a, e, n, sinI",1.000,0.948,0.902,0.919,,3.0,sqrt,3,4
598,599,"a, e, n, sinI",0.999,0.959,0.879,0.914,balanced,,sqrt,3,2
599,600,"a, e, n, sinI",0.999,0.919,0.902,0.906,balanced,,sqrt,3,1
